venue1,venue2,distance
12.0,12033.0,1.6510337421308896
12.0,17813.0,0.36887712540127326
12.0,1842.0,1.3312103748508013
12.0,5201.0,1.061287220636466
12.0,16.0,0.8904018365721761
13.0,1915.0,2.346698929798262
13.0,260.0,2.373627717279447
13.0,103.0,2.35785041360853
13.0,26861.0,1.986000862723693
13.0,1124.0,0.3683807684205925
13.0,1061.0,0.6648010285117408
13.0,30485.0,1.8818905668555013
13.0,759.0,0.7511986977382488
14.0,1191.0,0.6336802079961894
14.0,988.0,0.4778904927156258
14.0,34714.0,1.8242011031697836
14.0,13465.0,0.4984389379419486
14.0,22995.0,1.5448664995329409
15.0,8152.0,0.8607460229102668
15.0,25883.0,0.8853057170931748
15.0,9422.0,1.142213761311912
15.0,5145.0,1.3012809633211653
15.0,2528.0,0.9833635309718425
15.0,34538.0,1.109753710182758
15.0,4001.0,1.4024597123415445
15.0,21081.0,1.3600431482037423
15.0,10797.0,1.7390002507793976
16.0,2022.0,2.2166065233538768
16.0,3564.0,0.8266330695162497
16.0,9655.0,1.1828320332511373
16.0,4.0,1.3430353943374276
16.0,8414.0,1.5759776041338578
16.0,5528.0,1.6075276256293303
16.0,4565.0,1.0613561652526349
16.0,12.0,0.8904018365721761
16.0,12033.0,2.294786220443929
16.0,17813.0,1.0353183094998784
16.0,1842.0,0.5993196241896109
16.0,5201.0,0.8678533815371723
16.0,27433.0,1.9349988101497035
17.0,25544.0,1.9016783215501973
17.0,2495.0,1.771707479954991
18.0,700.0,0.893425695606432
18.0,25792.0,1.482575471078281
18.0,29105.0,2.2940289283917585
18.0,8289.0,0.4855772077342985
18.0,281.0,1.1545756752577796
18.0,3738.0,0.45238586396177966
19.0,20260.0,2.4145790845705672
19.0,5981.0,1.0121854764422695
19.0,239.0,2.4987948871154786
20.0,3909.0,0.6008725247197334
20.0,27665.0,0.8107673184621852
23.0,2417.0,0.8615703964306008
23.0,1832.0,1.0731255291979112
23.0,29102.0,1.6001351735028209
23.0,756.0,1.38410736827495
23.0,36512.0,1.0308485597934345
23.0,9452.0,1.7279245111528454
23.0,752.0,2.4684017530708693
24.0,10007.0,1.2822908206188126
24.0,16660.0,0.95352978371515
24.0,2345.0,0.40667188222266537
24.0,1367.0,2.479235992305603
24.0,10289.0,1.0464140114393268
24.0,530.0,1.8242908399251287
25.0,37644.0,1.3119026958775717
25.0,100.0,2.2201148695997204
25.0,839.0,1.4710167104225724
25.0,7600.0,0.45360965691699884
25.0,35951.0,0.8922920445096832
25.0,2309.0,0.7378208247603705
25.0,36988.0,2.1866853470374306
25.0,33672.0,1.1267914831876802
25.0,36977.0,1.7452034200944821
25.0,753.0,2.084289799906537
25.0,36466.0,2.0362577771159747
26.0,335.0,1.6179399767804552
28.0,12096.0,2.112059503505529
29.0,29615.0,0.9461658989044044
29.0,14617.0,1.4380225052419329
29.0,583.0,0.7270524406447919
29.0,3814.0,2.3290450654653685
30.0,4330.0,1.4656841724758078
30.0,23972.0,1.5842431590637884
30.0,12620.0,0.6198146503994758
30.0,7382.0,1.1359581132595646
30.0,697.0,2.355747046903735
32.0,917.0,1.5899350678899855
32.0,5188.0,0.550465770900149
32.0,38000.0,1.8420072699942391
32.0,6320.0,2.304952437718012
32.0,271.0,0.9570784165888743
32.0,21995.0,2.2078147600452898
32.0,12966.0,1.1283099360449238
32.0,13378.0,1.5772731277943237
32.0,19675.0,1.3359117330322572
32.0,2142.0,1.1954776110843275
32.0,33192.0,1.0722800236112062
32.0,22777.0,2.383099611393759
32.0,1564.0,2.441553990849166
33.0,22611.0,1.610401792282126
33.0,17449.0,1.9768690460597151
33.0,8.0,1.8427684990836013
33.0,12420.0,1.1783150414006818
34.0,35599.0,2.3931517120010444
34.0,23509.0,1.9148326403485572
35.0,1123.0,1.367899495216366
35.0,9200.0,0.9952401524162902
35.0,1069.0,1.9829706833277991
35.0,4627.0,1.346185094878493
35.0,833.0,1.1754401634041003
35.0,2651.0,0.5453324824684407
35.0,13066.0,2.1324935886458114
35.0,617.0,2.2955689366336105
35.0,6285.0,1.304395062894111
36.0,7055.0,1.5371448003896224
36.0,3047.0,0.7599184942319596
36.0,23291.0,0.8067724180750109
36.0,25710.0,1.175225208323424
36.0,36695.0,1.4499885445555387
36.0,1805.0,1.1894465992411065
36.0,23499.0,0.4401412996711063
36.0,15645.0,0.2754995445214124
36.0,10812.0,0.22171081486480837
36.0,308.0,2.4441831341942355
36.0,1683.0,1.240197983130007
36.0,27111.0,1.6539285417197531
36.0,2575.0,1.554835983571261
36.0,284.0,2.0099559309535153
36.0,44.0,0.9145332468987741
36.0,842.0,1.2513235384651502
36.0,5688.0,1.5180963288144378
36.0,22762.0,1.6487618374012578
36.0,35172.0,0.34140647153536463
37.0,36217.0,2.33575316752639
37.0,311.0,1.1505183996000599
37.0,12433.0,1.4024504999000194
38.0,33245.0,1.9088623124002984
38.0,35461.0,1.388928472990004
39.0,11986.0,0.4375297808643342
39.0,491.0,2.0861521754969177
39.0,26842.0,2.1073262375993296
39.0,35411.0,2.3059267134700407
39.0,495.0,0.8139415121623428
40.0,2474.0,0.5929988504101172
40.0,66.0,0.940604580272809
40.0,2552.0,1.0441706850648962
40.0,1606.0,0.5040866449744748
40.0,38123.0,1.6153765883933304
40.0,36867.0,1.3919580627350165
42.0,9888.0,1.7591377287398475
42.0,12931.0,1.4953294784615965
42.0,26877.0,2.1513157797736078
43.0,4130.0,1.823842717972467
43.0,3283.0,0.9794562435812955
43.0,225.0,0.5038315155769459
43.0,5666.0,1.8988789142394993
43.0,214.0,1.4938209644052263
43.0,4921.0,0.5452878668742964
44.0,7055.0,2.4395805512167086
44.0,3047.0,1.6326831173143652
44.0,23291.0,1.7070163844742157
44.0,25710.0,2.0746375805364794
44.0,36695.0,2.34658296020014
44.0,1805.0,2.1004747854057415
44.0,36.0,0.9145332468987741
44.0,23499.0,0.8688969972550619
44.0,15645.0,0.7402363589544052
44.0,10812.0,0.6928297731102817
44.0,308.0,1.5730178335901612
44.0,1683.0,0.5334813422749017
44.0,27111.0,0.7423549710383887
44.0,2575.0,0.6403907603482262
44.0,284.0,1.3054781191650633
44.0,842.0,0.3960918027902375
44.0,5688.0,0.9690845172923899
44.0,22762.0,0.7360695484857432
44.0,35172.0,0.6205107271812201
44.0,1094.0,2.069609768394143
44.0,160.0,1.784532453122482
45.0,1970.0,2.387531246788064
45.0,2045.0,2.3423096558279344
45.0,25365.0,2.21279855752637
45.0,6156.0,1.0673048781385055
45.0,11336.0,1.4809916627398942
45.0,8025.0,1.3941855863394728
45.0,1002.0,2.44946226484464
45.0,213.0,0.9462763049480796
46.0,32484.0,2.0906074753786488
46.0,11449.0,1.1464638045136368
46.0,1298.0,0.6259892915293847
46.0,29429.0,1.369140667424415
46.0,50.0,1.1449816895727203
46.0,7797.0,2.3707374107269032
46.0,6038.0,2.308293970563981
47.0,2915.0,1.504117019742483
47.0,35193.0,0.6345049843282192
47.0,7586.0,0.09831207373219976
47.0,1864.0,0.805817844719016
47.0,7502.0,1.3492340824059554
47.0,31241.0,1.7016245568115367
47.0,32724.0,1.7908564746188582
47.0,575.0,1.4110575857168233
47.0,1138.0,1.8946418508654714
47.0,4075.0,1.6624036290711022
47.0,2052.0,1.2103318031978956
47.0,34133.0,2.4914019009455366
48.0,36217.0,1.8339806895433939
48.0,5814.0,2.250205534150994
48.0,1403.0,0.793503922109368
48.0,3356.0,0.945630807204071
48.0,778.0,1.6149685819957753
48.0,3332.0,1.1165976713758716
48.0,35029.0,1.0833308551739067
48.0,7077.0,2.400699890742918
48.0,23694.0,2.0421550711509386
48.0,11783.0,0.9460629041954731
48.0,37981.0,0.9042376334879588
49.0,740.0,0.45098192831416817
50.0,11449.0,2.127617820957961
50.0,1298.0,1.5936940666685755
50.0,46.0,1.1449816895727203
50.0,29429.0,0.5641710226521399
50.0,7797.0,1.3337509734739508
50.0,1264.0,1.652939008178065
50.0,3895.0,2.0150167738069995
50.0,9708.0,2.1531955671862413
50.0,22415.0,1.8996905287176513
50.0,30928.0,1.8940807610686472
50.0,2941.0,1.6329292984897397
50.0,30242.0,2.357317065349954
50.0,36712.0,2.3156799416418354
50.0,25834.0,2.053269617376497
50.0,6038.0,1.5984256379727064
51.0,38188.0,1.2089633504391148
51.0,36945.0,0.7200742653629745
51.0,6131.0,2.0164793716056804
52.0,33087.0,1.8693226344514169
52.0,14059.0,1.5780278933207164
52.0,27580.0,1.182025903825435
52.0,5802.0,0.8240223645136997
52.0,28261.0,1.21291385533889
52.0,26340.0,1.9628495075646823
52.0,36511.0,2.414131790365051
52.0,1065.0,1.1158139325790992
52.0,35726.0,1.7147469709166057
53.0,24333.0,2.256535447125444
53.0,31138.0,2.3431015384042397
53.0,20089.0,2.1855876435743764
53.0,3846.0,2.2064682017003103
53.0,35926.0,1.932030291826794
53.0,10989.0,2.262651041175015
53.0,32782.0,1.5367522390289057
53.0,8044.0,2.0002093731195063
54.0,24258.0,2.0804624760818715
54.0,24386.0,2.145215277363248
54.0,37273.0,1.5389796377816465
54.0,24437.0,1.6594593979608907
54.0,2772.0,1.3707250667202038
55.0,153.0,1.4820144581498447
55.0,5805.0,0.3612147661831251
55.0,2705.0,0.6583496681979595
55.0,399.0,1.3773713693692784
56.0,14572.0,0.423068849139823
56.0,107.0,1.6770829509477527
57.0,32519.0,1.886339931155547
57.0,4416.0,2.009312222928849
57.0,25116.0,1.3930912017519221
58.0,4644.0,0.43442654007302556
58.0,32297.0,1.7473276434957463
58.0,7870.0,2.1840986852766187
59.0,34694.0,2.0562095322630802
59.0,24267.0,2.191268955976349
59.0,15204.0,0.7761425760741056
59.0,37224.0,2.4694304251523658
59.0,1860.0,1.593820794936596
60.0,37209.0,1.7338645513658388
60.0,16846.0,1.5119837195037817
60.0,8918.0,2.459587232187358
60.0,26524.0,1.4337486109344282
60.0,10897.0,2.2406135194739467
60.0,7415.0,0.9689791243404055
60.0,7295.0,0.8431117301000337
61.0,28835.0,2.3259721415531986
61.0,29171.0,2.246063812148466
61.0,2676.0,1.975845957481362
61.0,16887.0,1.330131474297881
61.0,2889.0,2.1257086340137947
61.0,2274.0,2.243133127945376
61.0,36802.0,0.9267876980753441
61.0,5092.0,1.2469959507283033
61.0,25247.0,1.5514103695249688
61.0,1751.0,1.8623005839455342
62.0,1429.0,1.9186521423181295
62.0,461.0,1.3867162589850137
63.0,22415.0,2.380767949432324
63.0,35040.0,1.5586544306242593
63.0,2941.0,2.4167031561223324
63.0,1042.0,1.1105653751218276
63.0,30242.0,1.7863825793706722
63.0,1376.0,1.0109844192555233
63.0,36712.0,1.7530582341414123
63.0,2537.0,1.061417552171021
63.0,12906.0,1.547717026360044
63.0,25834.0,2.185771972234678
63.0,1525.0,1.3188511956902869
63.0,777.0,0.7754594495043393
63.0,10534.0,0.9403590742340847
63.0,34175.0,1.1981272539245778
63.0,28776.0,0.5864109741858489
64.0,7684.0,1.284087285170655
64.0,28851.0,1.0864530227779545
66.0,2474.0,1.533602929945807
66.0,2552.0,1.5206696365209351
66.0,1606.0,1.4424868784482863
66.0,38123.0,0.7149128696692358
66.0,36867.0,1.7656942653385421
66.0,40.0,0.940604580272809
66.0,31068.0,2.4711165206824366
67.0,3140.0,1.0235122244839854
67.0,16969.0,0.9964735762367661
68.0,157.0,1.8320024991941568
68.0,848.0,1.2996448080801208
68.0,519.0,0.47789711947112185
69.0,967.0,0.9064466746849478
69.0,256.0,0.5502714983071415
71.0,3710.0,1.479425202504146
72.0,3203.0,1.0666854037929945
72.0,1183.0,1.4849752937602718
72.0,6060.0,1.4621956300492571
73.0,32960.0,2.2551849995479327
73.0,37453.0,2.093927686757773
73.0,36205.0,1.1716890944253773
73.0,34736.0,1.1037153554210866
74.0,1005.0,2.033443576976796
74.0,11340.0,1.1013277245202282
74.0,27808.0,0.4147747783607797
74.0,37514.0,0.9838624223778075
74.0,25518.0,1.9989634105979932
74.0,4257.0,0.8499974175489554
74.0,23440.0,2.4812488059412243
74.0,34695.0,0.5009341971254768
75.0,5790.0,0.6378978313689759
75.0,6104.0,2.4127915206194257
75.0,17897.0,0.6218568421782829
75.0,2667.0,0.3319234673532949
76.0,340.0,1.6956140540733218
76.0,7234.0,1.8342404564134112
76.0,1714.0,1.5573702061826304
76.0,18149.0,1.2544265535899088
76.0,35759.0,0.2196686290354353
76.0,16454.0,0.03852630053018752
76.0,6083.0,1.7172607956740606
76.0,3141.0,1.9043806470999045
76.0,25969.0,1.2081418348538762
76.0,29450.0,1.865831564701834
76.0,19652.0,0.7144577882101709
76.0,37570.0,1.0828893691229706
76.0,29574.0,0.7264414499537488
77.0,2449.0,2.171558288609327
77.0,36469.0,2.244857346593348
77.0,9484.0,1.0989614935366827
77.0,34781.0,1.7428536316566798
77.0,344.0,1.9947862815007587
77.0,143.0,1.992924787181225
77.0,275.0,0.7074719317553286
77.0,16043.0,0.5433223085597934
78.0,26327.0,2.3472178121442147
78.0,4585.0,2.4093716966237393
78.0,30744.0,1.7965284828415413
78.0,7608.0,1.4158806451854093
78.0,4966.0,0.984070364351491
79.0,9138.0,2.1559984053629897
79.0,30671.0,2.0862703911654332
79.0,37482.0,1.8090884360310473
79.0,11366.0,0.4976469692861166
79.0,8333.0,2.423905942715652
79.0,847.0,1.3503400973737822
79.0,156.0,2.1382372352929964
79.0,1112.0,2.2483108724310865
79.0,218.0,1.448678945416405
80.0,5743.0,1.2518940850255136
80.0,8686.0,0.8621785049011751
81.0,476.0,0.5983950624482942
81.0,20265.0,0.8535851688892179
82.0,20255.0,2.31591351020321
82.0,6824.0,2.3971367164686463
82.0,18902.0,2.4142120743157403
82.0,4068.0,2.064423137082807
82.0,30021.0,2.2707604265561963
82.0,29977.0,1.8963553967936964
82.0,581.0,0.9854171917818094
83.0,934.0,0.7559636893791464
83.0,2336.0,0.09037160970519308
83.0,24388.0,2.363475971761968
83.0,706.0,1.8583906760535363
83.0,29743.0,2.392730955304387
83.0,2322.0,2.2173841278804547
83.0,38072.0,2.497750365500978
83.0,3225.0,2.106820848709784
84.0,37764.0,2.1228368818151244
84.0,37743.0,1.6273649122982086
84.0,37782.0,1.9328893100242825
84.0,37769.0,2.2063644142060777
84.0,6207.0,1.5907216029748878
84.0,9090.0,1.0826918122999498
84.0,37934.0,1.163424885977533
84.0,478.0,2.4430348359069853
84.0,8490.0,0.9550550566938429
84.0,20637.0,1.2211271733457376
85.0,1485.0,1.1460630597822044
85.0,120.0,1.9714069534230803
85.0,36285.0,1.3040109340723969
85.0,7045.0,0.2136417616574964
85.0,3696.0,2.254246597950321
85.0,815.0,1.9539649236247856
85.0,31199.0,1.3225482818821617
85.0,26798.0,1.4021728518867738
85.0,8496.0,1.3089191702438803
85.0,1427.0,1.690953133642364
85.0,31904.0,0.5994531517155014
85.0,2111.0,0.23047001301002273
85.0,1156.0,1.4040499159130966
85.0,3466.0,1.7550799238785375
85.0,9113.0,1.3930462400699302
85.0,787.0,1.7818077878956513
85.0,888.0,0.6873338917271227
85.0,5932.0,2.352667579427037
86.0,492.0,2.3822861838260647
86.0,10186.0,2.4401199395617335
86.0,6.0,1.8941639360567943
86.0,20817.0,2.266992111360683
87.0,23971.0,2.193843429924897
87.0,1422.0,1.281809538565203
87.0,10549.0,1.2714056055815568
87.0,31675.0,1.1207531682055054
87.0,1776.0,1.1573154339827885
87.0,2987.0,1.08532537707486
87.0,7634.0,1.6569879888380774
87.0,33150.0,1.7575058593291746
87.0,741.0,1.9169141243444203
87.0,1210.0,1.366633777733159
87.0,1523.0,0.9097938382656611
88.0,17332.0,1.552154920624996
88.0,6763.0,0.38530595699432246
88.0,13752.0,1.1774127121316622
89.0,31890.0,0.6650590421681799
89.0,1701.0,1.749969701077236
89.0,29834.0,1.87589644231983
89.0,9001.0,2.2046209037632085
89.0,456.0,1.409816001328903
89.0,4495.0,1.5507091647878182
89.0,33063.0,1.818359871191506
89.0,13261.0,1.1619743767820077
91.0,38251.0,1.5761555798355966
91.0,29156.0,2.0949193978085425
91.0,37479.0,2.1192883836951726
91.0,1870.0,1.2153934356261322
91.0,29686.0,1.1737267122854986
91.0,37080.0,2.1958922710779114
92.0,255.0,1.2658030397240319
93.0,6348.0,2.0124718019193035
93.0,26717.0,1.4866136133534917
94.0,870.0,0.617855033231203
94.0,33498.0,0.9381765108009991
94.0,1661.0,0.6393831501819213
94.0,11633.0,0.8957527742516282
94.0,802.0,0.1616886654497172
94.0,817.0,1.365615605774397
95.0,17223.0,1.815545253095881
95.0,4177.0,0.7858787274828264
95.0,33039.0,0.5376373819226563
95.0,3115.0,1.7160951787512353
95.0,3723.0,0.8661366993055032
95.0,30321.0,1.901401675223686
95.0,8837.0,1.7931155414795508
95.0,35466.0,2.081585496936469
96.0,2367.0,0.7351818056305075
96.0,6963.0,0.7912043664965593
96.0,9198.0,1.7588309528866213
96.0,2420.0,1.8661518128556063
96.0,8516.0,2.315938121721503
96.0,36630.0,1.6360029680999588
96.0,33150.0,2.112372355870537
96.0,741.0,1.7397740336840093
96.0,1210.0,2.376821617957639
96.0,23478.0,1.200076957182413
97.0,14215.0,1.2426283315150413
97.0,20043.0,1.583612902571833
97.0,826.0,1.8594182330983038
97.0,707.0,1.7836335692794691
97.0,1112.0,2.344146284738853
97.0,22051.0,1.808824933464201
98.0,27090.0,1.194825397283337
99.0,22355.0,2.4987240107141284
99.0,2586.0,0.7212407711947986
99.0,38070.0,0.5017384907379783
100.0,37644.0,1.2779015792670567
100.0,2348.0,0.6197019260867682
100.0,187.0,1.0679943045390852
100.0,37070.0,1.9552300662801274
100.0,1322.0,2.274155139913508
100.0,36264.0,1.1194601874466716
100.0,730.0,1.7664475201406544
100.0,839.0,0.8677884907458373
100.0,7600.0,2.4697990822729063
100.0,25.0,2.2201148695997204
100.0,36988.0,1.3101980602962637
100.0,28208.0,2.330583211063305
101.0,18604.0,2.11173474398092
101.0,36331.0,1.9663814729345557
101.0,7162.0,2.1155838937097857
101.0,6870.0,2.3016627137537355
101.0,3238.0,2.1865752739560436
101.0,6388.0,0.613394586500123
102.0,20324.0,2.4325161086777802
102.0,1769.0,1.5650621919571244
102.0,1027.0,1.2983555793182402
102.0,2815.0,2.3160602008263527
102.0,6420.0,0.7403740776792057
102.0,37637.0,1.0151542707896613
102.0,17071.0,1.5438456555249391
102.0,9879.0,1.051785163394144
102.0,7513.0,1.0430666930687984
102.0,4848.0,1.9035303159130215
102.0,3373.0,1.9555601454282876
102.0,1956.0,2.3667925632185933
103.0,1098.0,1.7495047252735527
103.0,131.0,2.0153175621085397
103.0,1420.0,1.4413232367313504
103.0,1915.0,1.1589804881765948
103.0,260.0,0.13799085955606097
103.0,26861.0,0.3825912335040525
103.0,13.0,2.35785041360853
105.0,20738.0,2.2513696939031016
105.0,24297.0,1.6709036951074696
105.0,27437.0,1.5207406772504244
105.0,6925.0,1.4618771851452539
105.0,1748.0,1.107937920640605
105.0,37954.0,2.4475020587782206
105.0,2737.0,1.884958473724063
105.0,8647.0,0.21948394410347516
105.0,1016.0,1.6637361426561559
105.0,33737.0,2.473771009232129
105.0,22766.0,1.9862904823310779
106.0,2021.0,1.2370314263693791
106.0,36102.0,2.3714940700361407
106.0,29178.0,2.1163247402652012
106.0,3719.0,2.111284226295166
106.0,27874.0,0.7016463526289783
106.0,10824.0,0.9192737835643081
106.0,29196.0,0.6218137982842478
106.0,36614.0,0.6799289048795524
106.0,23746.0,0.2580187039558085
106.0,36576.0,0.6865256122594512
106.0,4898.0,1.85766630614461
106.0,29997.0,0.2795951043793669
107.0,56.0,1.6770829509477527
107.0,14572.0,1.282053788765535
107.0,128.0,1.8967957607271653
107.0,15857.0,2.22704560180018
107.0,9463.0,2.025091726915417
108.0,127.0,2.3703223510804134
108.0,5361.0,2.2583404739022606
108.0,35729.0,2.2540564574760857
108.0,298.0,1.8752246329788973
108.0,1722.0,1.3305841854621434
108.0,1069.0,2.491788255225448
108.0,35333.0,1.6551438122698279
108.0,266.0,1.6712155262917576
109.0,7383.0,1.3804380021164084
109.0,308.0,2.3681787721457095
109.0,9196.0,1.1682751270053089
109.0,5767.0,0.8747083702537292
109.0,1094.0,2.0314491867909137
109.0,1170.0,1.0355570072909273
109.0,160.0,2.296237442607873
109.0,11358.0,1.5246324170403758
109.0,704.0,1.664947551171069
109.0,809.0,1.0003865156627239
109.0,5195.0,2.0673595665027755
110.0,30052.0,2.0683064722682496
110.0,13770.0,2.016025078872055
110.0,16061.0,0.592067801121445
110.0,7083.0,1.3072116032127352
111.0,9996.0,2.227653936818631
111.0,9767.0,2.3224036177756933
111.0,6453.0,2.216573089569775
111.0,2250.0,0.09526337911684732
111.0,4019.0,1.4677949139540443
111.0,2756.0,0.4392185325597355
111.0,9146.0,2.432965130509806
111.0,6889.0,1.3176548692662673
111.0,936.0,1.0509018714712672
112.0,5969.0,1.4676116513221946
112.0,2935.0,0.5005595407336584
112.0,9041.0,0.26857179999806297
112.0,12766.0,1.269545832163283
112.0,11436.0,1.9671642517907477
113.0,14820.0,2.0755364295965877
114.0,5014.0,2.1222933113920264
114.0,4984.0,1.84736521367133
115.0,34228.0,2.227272164872706
115.0,5557.0,1.7980414507842342
115.0,4151.0,2.2422338052304083
115.0,10473.0,2.309141878872892
115.0,36873.0,2.2791489075924063
115.0,38101.0,2.042755473906508
116.0,37491.0,1.352015855739779
116.0,2098.0,1.9823042691868598
116.0,1047.0,1.6578276391703342
116.0,4906.0,1.186959268784408
116.0,6031.0,0.3660945000023006
116.0,38318.0,0.19672970132533052
116.0,7584.0,0.36289164137919444
116.0,26241.0,1.7309938558882032
116.0,7122.0,1.1442322797400148
117.0,34502.0,2.203203792844416
117.0,13174.0,1.630901035545048
117.0,4384.0,2.146524166752937
117.0,27635.0,2.3463502215552703
117.0,4964.0,1.8950996287896424
117.0,9222.0,2.1914660017198804
118.0,7073.0,0.7314836892063168
118.0,37103.0,1.5165534690533597
118.0,3604.0,0.3456640415578213
118.0,31275.0,1.988264237057964
119.0,32574.0,2.4645156687663685
119.0,30570.0,2.3686038464840458
119.0,2508.0,2.1158324664625603
119.0,6396.0,0.6548427663957026
119.0,918.0,1.4211998164369428
119.0,11755.0,1.8681093244486322
119.0,668.0,0.1240892765583701
119.0,1327.0,1.011150231917544
119.0,570.0,0.7953011405400606
119.0,270.0,2.3945300420278803
119.0,2015.0,1.2128955996043302
119.0,3188.0,0.21440693461046043
119.0,37098.0,2.2606789070773483
120.0,1485.0,1.5666404428013494
120.0,9990.0,1.550525300379459
120.0,3263.0,1.931962398252052
120.0,7045.0,1.7646375104510872
120.0,3696.0,0.44683497479108925
120.0,32968.0,1.189806048588227
120.0,85.0,1.9714069534230803
120.0,8496.0,2.316213851749644
120.0,31904.0,1.5638991302051604
120.0,2111.0,1.7792016588250463
121.0,17863.0,1.344338239873977
121.0,19724.0,2.3816694053375675
121.0,6279.0,1.280042514374595
121.0,3402.0,1.2268857505417623
121.0,18025.0,0.8537791653213234
121.0,3477.0,2.3647376384910093
121.0,36159.0,2.119326969978743
122.0,11793.0,0.06958432429345215
122.0,518.0,2.4013224962653013
122.0,1349.0,1.8880863824100482
124.0,1911.0,2.351282792396926
124.0,16861.0,2.1030696182595134
124.0,2241.0,1.6246767524941796
124.0,2821.0,1.053970841019291
124.0,3925.0,2.3838193487480237
124.0,1109.0,1.8368055130031025
124.0,24486.0,2.4707684313574947
124.0,1390.0,1.6829593025997813
124.0,32394.0,1.7932046580476002
125.0,2298.0,1.5728864442245538
125.0,345.0,1.261182554337538
125.0,2898.0,2.3568690319157404
126.0,24086.0,1.248328554052756
127.0,2150.0,1.3753035731986822
127.0,1100.0,2.128337430584352
127.0,5361.0,0.33119357445941183
127.0,35729.0,2.189380467434943
127.0,298.0,0.9229848133627483
127.0,108.0,2.3703223510804134
128.0,107.0,1.8967957607271653
128.0,15857.0,0.38303467859813467
128.0,9463.0,0.4026765975927111
128.0,25820.0,2.475607708912541
128.0,24524.0,1.9463358662324475
129.0,20103.0,1.3267061165326348
129.0,17016.0,1.3750381662905595
130.0,5384.0,1.7055246042058105
130.0,355.0,1.1081639321435575
131.0,36285.0,1.693830071509942
131.0,815.0,1.1147439211906067
131.0,31199.0,1.6521279417310324
131.0,26798.0,1.692026586196062
131.0,8496.0,2.054263549997467
131.0,1427.0,1.884799621038585
131.0,1420.0,0.5782069791655942
131.0,1915.0,0.9650417593429587
131.0,260.0,2.152386919822637
131.0,103.0,2.0153175621085397
131.0,26861.0,1.9814784692627
132.0,13632.0,2.0910724198957107
132.0,9049.0,1.9290465385457731
133.0,15075.0,2.003033440009766
133.0,1201.0,1.282430784074485
133.0,28511.0,0.5795659467187567
133.0,171.0,0.648470528110019
133.0,830.0,1.7687455113267319
133.0,4935.0,0.45066797214575083
134.0,1304.0,0.48552616844094093
135.0,6321.0,1.790590455757546
135.0,26846.0,2.1066992263657056
135.0,37622.0,1.990604009772343
136.0,4022.0,0.9820462526654958
136.0,21010.0,1.9577638289681307
136.0,25473.0,1.6855118369971058
136.0,29409.0,2.054646811179024
