venue1,venue2,distance
36,10812,0.2217108148648083
36,308,2.4441831341942355
36,1683,1.240197983130007
36,27111,1.6539285417197531
36,2575,1.554835983571261
36,284,2.0099559309535158
36,44,0.914533246898774
36,842,1.2513235384651502
36,5688,1.5180963288144378
36,22762,1.6487618374012578
36,35172,0.3414064715353646
37,36217,2.33575316752639
37,311,1.15051839960006
37,12433,1.4024504999000194
38,33245,1.9088623124002984
38,35461,1.388928472990004
39,11986,0.4375297808643342
39,491,2.0861521754969177
39,26842,2.1073262375993296
39,35411,2.3059267134700407
39,495,0.8139415121623428
40,2474,0.5929988504101172
40,66,0.940604580272809
40,2552,1.0441706850648962
40,1606,0.5040866449744748
40,38123,1.6153765883933304
40,36867,1.3919580627350163
42,9888,1.7591377287398475
42,12931,1.4953294784615965
42,26877,2.151315779773608
43,4130,1.823842717972467
43,3283,0.9794562435812956
43,225,0.5038315155769459
43,5666,1.8988789142394995
43,214,1.4938209644052265
43,4921,0.5452878668742964
44,7055,2.4395805512167086
44,3047,1.6326831173143652
44,23291,1.7070163844742157
44,25710,2.0746375805364794
44,36695,2.34658296020014
44,1805,2.100474785405741
44,36,0.914533246898774
44,23499,0.8688969972550619
44,15645,0.7402363589544052
44,10812,0.6928297731102817
44,308,1.5730178335901612
44,1683,0.5334813422749017
44,27111,0.7423549710383887
44,2575,0.6403907603482262
44,284,1.3054781191650633
44,842,0.3960918027902375
44,5688,0.96908451729239
44,22762,0.7360695484857432
44,35172,0.6205107271812201
44,1094,2.069609768394143
44,160,1.784532453122482
45,1970,2.387531246788064
45,2045,2.3423096558279344
45,25365,2.21279855752637
45,6156,1.0673048781385055
45,11336,1.4809916627398942
45,8025,1.3941855863394728
45,1002,2.44946226484464
45,213,0.9462763049480796
46,32484,2.0906074753786488
46,11449,1.1464638045136368
46,1298,0.6259892915293847
46,29429,1.369140667424415
46,50,1.1449816895727205
46,7797,2.3707374107269032
46,6038,2.308293970563981
47,2915,1.504117019742483
47,35193,0.6345049843282192
47,7586,0.0983120737321997
47,1864,0.805817844719016
47,7502,1.3492340824059554
47,31241,1.701624556811537
47,32724,1.7908564746188582
47,575,1.4110575857168233
47,1138,1.8946418508654717
47,4075,1.6624036290711022
47,2052,1.2103318031978956
47,34133,2.4914019009455366
48,36217,1.8339806895433937
48,5814,2.250205534150994
48,1403,0.793503922109368
48,3356,0.945630807204071
48,778,1.6149685819957753
48,3332,1.1165976713758716
48,35029,1.0833308551739067
48,7077,2.400699890742918
48,23694,2.042155071150938
48,11783,0.9460629041954732
48,37981,0.9042376334879588
49,740,0.4509819283141681
50,11449,2.127617820957961
50,1298,1.5936940666685755
50,46,1.1449816895727205
50,29429,0.5641710226521399
50,7797,1.3337509734739508
50,1264,1.652939008178065
50,3895,2.0150167738069995
50,9708,2.1531955671862413
50,22415,1.8996905287176515
50,30928,1.8940807610686472
50,2941,1.6329292984897397
50,30242,2.357317065349954
50,36712,2.3156799416418354
50,25834,2.053269617376497
50,6038,1.5984256379727064
51,38188,1.2089633504391148
51,36945,0.7200742653629745
51,6131,2.0164793716056804
52,33087,1.8693226344514169
52,14059,1.5780278933207164
52,27580,1.182025903825435
52,5802,0.8240223645136997
52,28261,1.21291385533889
52,26340,1.9628495075646823
52,36511,2.414131790365051
52,1065,1.1158139325790992
52,35726,1.7147469709166057
53,24333,2.256535447125444
53,31138,2.34310153840424
53,20089,2.1855876435743764
53,3846,2.2064682017003103
53,35926,1.932030291826794
53,10989,2.262651041175015
53,32782,1.5367522390289057
53,8044,2.0002093731195063
54,24258,2.0804624760818715
54,24386,2.145215277363248
54,37273,1.5389796377816465
54,24437,1.6594593979608907
54,2772,1.3707250667202038
55,153,1.482014458149845
55,5805,0.3612147661831251
55,2705,0.6583496681979595
55,399,1.3773713693692784
56,14572,0.423068849139823
56,107,1.6770829509477527
57,32519,1.886339931155547
57,4416,2.009312222928849
57,25116,1.393091201751922
58,4644,0.4344265400730255
58,32297,1.7473276434957463
58,7870,2.1840986852766187
59,34694,2.05620953226308
59,24267,2.191268955976349
59,15204,0.7761425760741056
59,37224,2.4694304251523658
59,1860,1.593820794936596
60,37209,1.7338645513658388
60,16846,1.5119837195037815
60,8918,2.459587232187358
60,26524,1.4337486109344282
60,10897,2.2406135194739467
60,7415,0.9689791243404056
60,7295,0.8431117301000337
61,28835,2.325972141553198
61,29171,2.246063812148466
61,2676,1.975845957481362
61,16887,1.330131474297881
61,2889,2.1257086340137947
61,2274,2.243133127945376
61,36802,0.926787698075344
61,5092,1.2469959507283033
61,25247,1.5514103695249688
61,1751,1.8623005839455344
62,1429,1.9186521423181293
62,461,1.3867162589850135
63,22415,2.380767949432324
63,35040,1.5586544306242591
63,2941,2.4167031561223324
63,1042,1.1105653751218276
63,30242,1.7863825793706722
63,1376,1.0109844192555233
63,36712,1.7530582341414125
63,2537,1.061417552171021
63,12906,1.547717026360044
63,25834,2.185771972234678
63,1525,1.3188511956902869
63,777,0.7754594495043393
63,10534,0.9403590742340848
63,34175,1.1981272539245778
63,28776,0.5864109741858489
64,7684,1.284087285170655
64,28851,1.0864530227779543
66,2474,1.533602929945807
66,2552,1.5206696365209351
66,1606,1.4424868784482865
66,38123,0.7149128696692358
66,36867,1.765694265338542
66,40,0.940604580272809
66,31068,2.4711165206824366
67,3140,1.0235122244839854
67,16969,0.996473576236766
68,157,1.8320024991941568
68,848,1.2996448080801208
68,519,0.4778971194711218
69,967,0.9064466746849478
69,256,0.5502714983071415
71,3710,1.479425202504146
72,3203,1.0666854037929945
72,1183,1.4849752937602718
72,6060,1.4621956300492571
73,32960,2.2551849995479327
73,37453,2.093927686757773
73,36205,1.1716890944253773
73,34736,1.1037153554210866
74,1005,2.033443576976796
74,11340,1.1013277245202282
74,27808,0.4147747783607797
74,37514,0.9838624223778076
74,25518,1.9989634105979928
74,4257,0.8499974175489554
74,23440,2.4812488059412243
74,34695,0.5009341971254768
75,5790,0.6378978313689759
75,6104,2.4127915206194257
75,17897,0.6218568421782829
75,2667,0.3319234673532949
76,340,1.6956140540733218
76,7234,1.8342404564134112
76,1714,1.5573702061826304
76,18149,1.2544265535899088
76,35759,0.2196686290354353
76,16454,0.0385263005301875
76,6083,1.7172607956740606
76,3141,1.9043806470999043
76,25969,1.2081418348538762
76,29450,1.865831564701834
76,19652,0.7144577882101709
76,37570,1.0828893691229706
76,29574,0.7264414499537488
77,2449,2.171558288609327
77,36469,2.244857346593348
77,9484,1.0989614935366827
77,34781,1.7428536316566798
77,344,1.9947862815007589
77,143,1.992924787181225
77,275,0.7074719317553286
77,16043,0.5433223085597934
78,26327,2.3472178121442147
78,4585,2.4093716966237397
78,30744,1.796528482841541
78,7608,1.4158806451854091
78,4966,0.984070364351491
79,9138,2.1559984053629897
79,30671,2.086270391165433
79,37482,1.8090884360310475
79,11366,0.4976469692861166
79,8333,2.423905942715652
79,847,1.3503400973737822
79,156,2.1382372352929964
79,1112,2.2483108724310865
79,218,1.448678945416405
80,5743,1.2518940850255136
80,8686,0.8621785049011751
81,476,0.5983950624482942
81,20265,0.8535851688892179
82,20255,2.31591351020321
82,6824,2.3971367164686463
82,18902,2.4142120743157403
82,4068,2.064423137082807
82,30021,2.2707604265561963
82,29977,1.8963553967936964
82,581,0.9854171917818094
83,934,0.7559636893791464
83,2336,0.090371609705193
83,24388,2.363475971761968
83,706,1.8583906760535365
83,29743,2.392730955304387
83,2322,2.2173841278804547
83,38072,2.497750365500978
83,3225,2.106820848709784
84,37764,2.1228368818151244
84,37743,1.6273649122982086
84,37782,1.9328893100242823
84,37769,2.2063644142060777
84,6207,1.5907216029748878
84,9090,1.0826918122999498
84,37934,1.163424885977533
84,478,2.4430348359069853
84,8490,0.9550550566938428
84,20637,1.2211271733457376
85,1485,1.1460630597822044
85,120,1.9714069534230805
85,36285,1.3040109340723969
85,7045,0.2136417616574964
85,3696,2.254246597950321
85,815,1.9539649236247856
85,31199,1.3225482818821617
85,26798,1.4021728518867738
85,8496,1.3089191702438805
85,1427,1.690953133642364
85,31904,0.5994531517155014
85,2111,0.2304700130100227
85,1156,1.4040499159130966
85,3466,1.7550799238785375
85,9113,1.3930462400699302
85,787,1.7818077878956513
85,888,0.6873338917271227
85,5932,2.352667579427037
86,492,2.3822861838260647
86,10186,2.440119939561733
86,6,1.8941639360567943
86,20817,2.266992111360683
87,23971,2.193843429924897
87,1422,1.281809538565203
87,10549,1.2714056055815568
87,31675,1.1207531682055054
87,1776,1.1573154339827885
87,2987,1.08532537707486
87,7634,1.6569879888380774
87,33150,1.7575058593291746
87,741,1.9169141243444203
87,1210,1.366633777733159
87,1523,0.9097938382656612
88,17332,1.552154920624996
88,6763,0.3853059569943224
88,13752,1.1774127121316622
89,31890,0.6650590421681799
89,1701,1.749969701077236
89,29834,1.87589644231983
89,9001,2.2046209037632085
89,456,1.409816001328903
89,4495,1.5507091647878182
89,33063,1.818359871191506
89,13261,1.1619743767820077
91,38251,1.5761555798355966
91,29156,2.0949193978085425
91,37479,2.1192883836951726
91,1870,1.2153934356261322
91,29686,1.1737267122854986
91,37080,2.1958922710779114
92,255,1.265803039724032
93,6348,2.0124718019193035
93,26717,1.4866136133534915
94,870,0.617855033231203
94,33498,0.9381765108009992
94,1661,0.6393831501819213
94,11633,0.8957527742516282
94,802,0.1616886654497172
94,817,1.365615605774397
95,17223,1.815545253095881
95,4177,0.7858787274828264
95,33039,0.5376373819226563
95,3115,1.7160951787512353
95,3723,0.8661366993055032
95,30321,1.901401675223686
95,8837,1.7931155414795508
95,35466,2.081585496936469
96,2367,0.7351818056305075
96,6963,0.7912043664965593
96,9198,1.7588309528866213
96,2420,1.8661518128556065
96,8516,2.315938121721503
96,36630,1.6360029680999588
96,33150,2.112372355870537
96,741,1.7397740336840093
96,1210,2.376821617957639
96,23478,1.200076957182413
97,14215,1.2426283315150413
97,20043,1.583612902571833
97,826,1.859418233098304
97,707,1.7836335692794691
97,1112,2.344146284738853
97,22051,1.808824933464201
98,27090,1.194825397283337
99,22355,2.4987240107141284
99,2586,0.7212407711947986
99,38070,0.5017384907379783
100,37644,1.2779015792670567
100,2348,0.6197019260867682
100,187,1.0679943045390852
100,37070,1.9552300662801276
100,1322,2.274155139913508
100,36264,1.1194601874466716
100,730,1.7664475201406544
100,839,0.8677884907458373
100,7600,2.4697990822729063
100,25,2.2201148695997204
100,36988,1.3101980602962635
100,28208,2.330583211063305
101,18604,2.11173474398092
101,36331,1.966381472934556
101,7162,2.1155838937097857
101,6870,2.3016627137537355
101,3238,2.186575273956044
101,6388,0.613394586500123
102,20324,2.43251610867778
102,1769,1.5650621919571244
102,1027,1.2983555793182402
102,2815,2.3160602008263527
102,6420,0.7403740776792057
102,37637,1.0151542707896613
102,17071,1.5438456555249391
102,9879,1.051785163394144
102,7513,1.0430666930687984
102,4848,1.9035303159130212
102,3373,1.955560145428288
102,1956,2.3667925632185933
103,1098,1.7495047252735527
103,131,2.01531756210854
103,1420,1.4413232367313504
103,1915,1.1589804881765948
103,260,0.1379908595560609
103,26861,0.3825912335040525
103,13,2.35785041360853
105,20738,2.2513696939031016
105,24297,1.6709036951074696
105,27437,1.5207406772504244
105,6925,1.461877185145254
105,1748,1.107937920640605
105,37954,2.4475020587782206
105,2737,1.884958473724063
105,8647,0.2194839441034751
105,1016,1.663736142656156
105,33737,2.473771009232129
105,22766,1.9862904823310776
106,2021,1.2370314263693791
106,36102,2.3714940700361407
106,29178,2.116324740265201
106,3719,2.111284226295166
106,27874,0.7016463526289783
106,10824,0.919273783564308
106,29196,0.6218137982842478
106,36614,0.6799289048795524
106,23746,0.2580187039558085
106,36576,0.6865256122594512
106,4898,1.85766630614461
106,29997,0.2795951043793669
107,56,1.6770829509477527
107,14572,1.282053788765535
107,128,1.8967957607271653
107,15857,2.22704560180018
107,9463,2.025091726915417
108,127,2.370322351080413
108,5361,2.258340473902261
108,35729,2.2540564574760857
108,298,1.8752246329788973
108,1722,1.3305841854621434
108,1069,2.491788255225448
108,35333,1.655143812269828
108,266,1.6712155262917576
109,7383,1.3804380021164084
109,308,2.368178772145709
109,9196,1.1682751270053089
109,5767,0.8747083702537292
109,1094,2.0314491867909137
109,1170,1.0355570072909273
109,160,2.296237442607873
109,11358,1.5246324170403758
109,704,1.664947551171069
109,809,1.000386515662724
109,5195,2.0673595665027755
110,30052,2.0683064722682496
110,13770,2.016025078872055
110,16061,0.592067801121445
110,7083,1.3072116032127352
111,9996,2.227653936818631
111,9767,2.3224036177756933
111,6453,2.216573089569775
111,2250,0.0952633791168473
111,4019,1.4677949139540445
111,2756,0.4392185325597355
111,9146,2.432965130509806
111,6889,1.3176548692662673
111,936,1.0509018714712672
112,5969,1.4676116513221946
112,2935,0.5005595407336584
112,9041,0.2685717999980629
112,12766,1.269545832163283
112,11436,1.967164251790748
113,14820,2.075536429596588
114,5014,2.1222933113920264
114,4984,1.84736521367133
115,34228,2.227272164872706
115,5557,1.7980414507842342
115,4151,2.2422338052304083
115,10473,2.309141878872892
115,36873,2.2791489075924063
115,38101,2.042755473906508
116,37491,1.352015855739779
116,2098,1.98230426918686
116,1047,1.6578276391703342
116,4906,1.186959268784408
116,6031,0.3660945000023006
116,38318,0.1967297013253305
116,7584,0.3628916413791944
116,26241,1.7309938558882032
116,7122,1.1442322797400148
117,34502,2.203203792844416
117,13174,1.630901035545048
117,4384,2.146524166752937
117,27635,2.3463502215552703
117,4964,1.8950996287896424
117,9222,2.1914660017198804
118,7073,0.7314836892063168
118,37103,1.5165534690533595
118,3604,0.3456640415578213
118,31275,1.988264237057964
119,32574,2.4645156687663685
119,30570,2.3686038464840458
119,2508,2.1158324664625603
119,6396,0.6548427663957026
119,918,1.4211998164369428
119,11755,1.868109324448632
119,668,0.1240892765583701
119,1327,1.011150231917544
119,570,0.7953011405400606
119,270,2.3945300420278803
119,2015,1.2128955996043302
119,3188,0.2144069346104604
119,37098,2.2606789070773483
120,1485,1.5666404428013494
120,9990,1.550525300379459
120,3263,1.931962398252052
120,7045,1.7646375104510872
120,3696,0.4468349747910892
120,32968,1.189806048588227
120,85,1.9714069534230805
120,8496,2.316213851749644
120,31904,1.5638991302051604
120,2111,1.7792016588250463
121,17863,1.344338239873977
121,19724,2.3816694053375675
121,6279,1.280042514374595
121,3402,1.2268857505417623
121,18025,0.8537791653213234
121,3477,2.3647376384910093
121,36159,2.119326969978743
122,11793,0.0695843242934521
122,518,2.4013224962653013
122,1349,1.888086382410048
124,1911,2.351282792396926
124,16861,2.103069618259513
124,2241,1.6246767524941796
124,2821,1.053970841019291
124,3925,2.383819348748024
124,1109,1.8368055130031025
124,24486,2.4707684313574947
124,1390,1.682959302599781
124,32394,1.7932046580476002
125,2298,1.5728864442245538
125,345,1.261182554337538
125,2898,2.3568690319157404
126,24086,1.248328554052756
127,2150,1.3753035731986822
127,1100,2.128337430584352
127,5361,0.3311935744594118
127,35729,2.189380467434943
127,298,0.9229848133627484
127,108,2.370322351080413
128,107,1.8967957607271653
128,15857,0.3830346785981346
128,9463,0.4026765975927111
128,25820,2.475607708912541
128,24524,1.9463358662324477
129,20103,1.3267061165326348
129,17016,1.3750381662905595
130,5384,1.7055246042058103
130,355,1.1081639321435577
131,36285,1.693830071509942
131,815,1.1147439211906067
131,31199,1.6521279417310324
131,26798,1.692026586196062
131,8496,2.054263549997467
131,1427,1.884799621038585
131,1420,0.5782069791655942
131,1915,0.9650417593429588
131,260,2.152386919822637
131,103,2.01531756210854
131,26861,1.9814784692627
132,13632,2.0910724198957107
132,9049,1.929046538545773
133,15075,2.003033440009766
133,1201,1.282430784074485
133,28511,0.5795659467187567
133,171,0.648470528110019
133,830,1.768745511326732
133,4935,0.4506679721457508
134,1304,0.4855261684409409
135,6321,1.790590455757546
135,26846,2.1066992263657056
135,37622,1.990604009772343
136,4022,0.9820462526654958
136,21010,1.9577638289681307
136,25473,1.6855118369971058
136,29409,2.054646811179024
136,36801,1.0123677371218376
136,32513,1.146896285053635
136,13396,0.9376487866359934
136,33883,2.3968652488761286
137,4466,2.4011690007473594
137,3090,1.62251250294567
137,2448,1.857771482437844
137,4112,1.98268480100896
137,4747,1.5027069969249445
137,1054,1.3542481921701537
137,4267,1.3237828129134277
137,4959,2.153344369768156
137,675,1.387825457585892
137,221,1.9970587237700412
137,12300,1.693643142179991
137,6612,1.9577289456139453
137,7646,1.184429074838284
137,8274,1.4103140702080443
137,4491,0.4331645286357953
137,4821,1.7619902519769164
137,35460,1.943351302495288
137,5309,0.5659974199987
138,21061,1.7414752961141715
138,6429,1.078255247537277
138,8772,0.3001991098088021
138,1559,0.8990451044130544
138,2371,0.623479744541515
139,1046,2.231053179462574
139,27915,1.4630562030779486
139,6435,2.092363247198553
139,555,0.8054897739423886
139,3989,0.5881133462147398
139,4797,2.1818931962171844
139,28538,1.6373952298082743
139,605,1.0228476172688137
139,15149,0.7138315908939501
139,7096,0.542700227553726
139,31031,0.7276752823405446
139,237,1.5120973703985974
140,5041,2.4256572207397595
140,38108,1.8282989271767092
140,3163,1.3481907366521957
140,649,0.8569628579253111
141,1449,1.5239076016659288
141,1779,2.28762223161897
141,2750,2.073914723306256
141,3839,1.259077922302612
142,6537,2.2476705739625595
142,9898,0.772559146843142
142,416,1.1104579242063388
143,344,1.1982395088223972
143,4447,2.108518925086082
143,77,1.992924787181225
143,11255,0.9254844947571496
143,16043,2.353254669523219
143,2415,2.3520432994141003
143,3174,2.237253086873796
143,33678,2.353068013476145
143,1258,2.266694237217263
143,8769,2.024536189109066
144,15806,1.668451225508328
144,25299,0.7987329802333477
144,2297,1.4791327251674562
144,10207,1.141423844843705
144,8644,1.2958615268935856
144,1902,2.393101506337499
145,11716,1.4132069263677378
145,148,0.2075052415238418
145,19712,0.8860600203630492
145,790,1.2683260641875251
145,5835,2.2787239926638634
146,25603,1.432122329389697
147,5628,2.3075802055445087
147,1505,1.742470138870338
147,13690,2.2117272902856837
147,1431,1.5734970138726487
147,5833,1.3534452400311838
148,11716,1.6115503075173083
148,19712,1.06921671739456
148,145,0.2075052415238418
148,790,1.0613441051254373
148,5835,2.290895528265802
149,29573,1.5626161106395031
149,30167,2.2235235508373465
149,2115,1.48121233997387
149,35751,0.3126778559244575
149,22033,1.8372493137964188
149,2204,1.738250137666512
149,2135,2.234494571994198
149,25446,2.0737851102864813
149,3539,2.478146529304128
149,687,1.7151163200050463
150,27840,1.545405087908535
150,31905,0.6464801725945403
150,34187,2.343740975902018
150,534,0.95231662721831
151,2014,1.744223426610891
151,577,1.9068457279473503
151,1160,0.5072052293288557
152,1520,0.731964072320455
152,26700,1.87850786619658
152,1814,1.6414842844867512
153,2339,2.245919743492874
153,55,1.482014458149845
153,5805,1.618738160486941
153,2705,2.122321230638605
154,334,1.9792326866143484
154,11166,2.2539281944754013
154,20092,2.098819842965133
154,20235,0.0442127741680238
154,2378,0.7245428152988993
154,19827,0.2021827307969746
154,38000,1.967812420247884
154,6320,1.504171141003777
154,353,0.8585721229595807
154,37942,1.2281806225662324
155,22931,1.139276656698841
155,15430,0.6334803826178237
155,32227,1.938622103481195
156,11366,1.7523394217031638
156,14215,1.8389757920197605
156,847,0.966863279236032
156,20043,1.577172132534977
156,707,1.335344358176283
156,1112,0.9293555148110826
156,22051,1.2210167151877889
156,79,2.1382372352929964
156,218,0.7618363286112743
157,166,0.9569355781515024
157,68,1.8320024991941568
157,848,1.2333974418129805
157,519,1.810224848052186
158,4521,2.100576596963106
158,1310,0.7331838355660911
158,9091,1.8095481362824808
158,5902,1.5736712783190985
158,2176,1.3043508443242025
158,265,0.6287562471773382
158,3355,2.068438978788785
158,24374,1.7192931391210748
159,1379,1.0230377536930222
159,11288,1.4782411152198605
159,973,2.405881605463456
159,36041,1.882115302177272
159,2025,1.9704649473018545
159,2902,1.8298593585438652
159,38273,1.860008546891927
160,23499,2.350384458860633
160,15645,2.361439775020053
160,10812,2.405163125101735
160,308,0.328607756082263
160,1683,1.9112092917419308
160,27111,1.1464275394896162
160,2575,1.2678175849415494
160,109,2.296237442607873
160,284,0.7196685461998136
160,44,1.784532453122482
160,842,1.3921734531800862
160,5688,2.220230598753687
160,22762,1.268341257500025
160,35172,2.383362873710956
160,5767,2.4548278996533117
160,1094,0.2910874555543196
161,7193,0.6882970065417252
161,3745,0.961014712620422
162,34502,2.3974032199054585
162,1361,1.5323323598015817
163,23733,0.966352030461203
164,6361,2.251022179608852
164,25511,2.1944575405805584
164,16947,1.9914631402221408
164,2734,1.31779286756389
164,18002,1.6525541778320212
164,7232,2.4802429251454523
164,3665,1.7266207519561223
165,9732,2.28258253132434
165,7101,2.479330892785025
165,17007,0.1147063795957488
165,5174,1.1393368166798328
165,12611,2.2407765721497097
166,9780,2.3795871032788884
166,157,0.9569355781515024
166,4788,2.216293212400214
166,848,1.8318220769689757
167,11183,0.7162600693759911
167,7926,2.2982943008351207
167,3634,1.083853615517669
167,170,1.493151531404925
167,14734,2.3799406992609557
167,652,1.2786038179779446
168,18690,0.2486864355314669
168,22056,1.602290894805519
168,21788,1.4998616490395635
168,3865,0.49538588191185
168,8702,2.2252742799345584
168,27770,1.8134373565301425
168,6198,1.3532817364384333
168,10415,1.9057478201749336
168,37115,0.7508150213807154
168,31136,0.8573434582025943
168,29042,0.2302127606635697
169,35273,0.5616510444395624
169,25443,2.4931212811011454
169,1970,0.3727679762325664
169,6156,1.893512618747924
169,11336,1.2704328877469642
169,233,0.5610401666997887
169,1002,0.2928100226337039
170,37345,1.6095306349225318
170,11183,1.2154438994243846
170,167,1.493151531404925
170,3634,1.7859789964007735
170,14692,2.3270539589034605
171,15075,2.1506909740725755
171,1201,0.6475660094264056
171,28511,1.2069144682281705
171,830,1.8571504340398888
171,133,0.648470528110019
171,4935,0.7713939838531975
172,24049,1.95916882480174
172,4074,1.7963514669252338
172,200,2.142796136066834
172,1142,0.4530378706592823
172,4938,1.3674836355097968
172,19252,0.974768021368121
172,2035,2.353495087167706
172,28126,2.190624247007141
174,29172,2.0597650898516955
174,15961,2.4306283628643954
174,8398,1.4422334481078891
174,19564,1.710549680616576
174,3343,2.205974849444114
174,12034,0.4505878208245899
174,26809,0.0653098786687185
174,705,0.2129107468928261
174,2661,1.5285355460939254
175,14959,1.8188686382382335
175,15066,1.389723624985986
175,6155,0.7839097183421125
175,1788,1.202989660670728
175,10091,0.9013208771793892
